Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000065.1	1434	2192		minus	GntR family transcriptional regulator			protein-coding			WP_198971469.1	GntR family transcriptional regulator	252	JHD63_RS14170
NZ_JAELTO010000065.1	2205	3899		minus	sigma-54-dependent Fis family transcriptional regulator			protein-coding			WP_198971470.1	sigma-54-dependent Fis family transcriptional regulator	564	JHD63_RS14175
NZ_JAELTO010000065.1	4186	4395		plus	phenol hydroxylase subunit			protein-coding			WP_198971471.1	phenol hydroxylase subunit	69	JHD63_RS14180
NZ_JAELTO010000065.1	4431	5423		plus	phenol hydroxylase			protein-coding			WP_198971472.1	phenol hydroxylase	330	JHD63_RS14185
NZ_JAELTO010000065.1	5438	5728		plus	MmoB/DmpM family protein			protein-coding			WP_198971473.1	MmoB/DmpM family protein	96	JHD63_RS14190
NZ_JAELTO010000065.1	5752	7338		plus	aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha			protein-coding			WP_198971474.1	aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha	528	JHD63_RS14195
NZ_JAELTO010000065.1	7335	7691		plus	phenol hydroxylase subunit P4			protein-coding			WP_198971475.1	phenol hydroxylase subunit P4	118	JHD63_RS14200
NZ_JAELTO010000065.1	7700	8764		plus	2Fe-2S iron-sulfur cluster binding domain-containing protein			protein-coding			WP_198971476.1	2Fe-2S iron-sulfur cluster binding domain-containing protein	354	JHD63_RS14205
NZ_JAELTO010000065.1	8767	9144		plus	2Fe-2S iron-sulfur cluster binding domain-containing protein			protein-coding			WP_198971477.1	2Fe-2S iron-sulfur cluster binding domain-containing protein	125	JHD63_RS14210
NZ_JAELTO010000065.1	9146	10090		plus	catechol 2,3-dioxygenase			protein-coding			WP_198971478.1	catechol 2,3-dioxygenase	314	JHD63_RS14215
NZ_JAELTO010000065.1	10123	11013		plus	transporter			protein-coding			WP_198971479.1	transporter	296	JHD63_RS14220
NZ_JAELTO010000065.1	11025	11483		plus	heme-binding protein			protein-coding			WP_233168154.1	heme-binding protein	152	JHD63_RS14225
NZ_JAELTO010000065.1	11480	12934		plus	2-hydroxymuconic semialdehyde dehydrogenase			protein-coding			WP_198971481.1	2-hydroxymuconic semialdehyde dehydrogenase	484	JHD63_RS14230
NZ_JAELTO010000065.1	12915	14702		plus	arylsulfatase			protein-coding			WP_233168156.1	arylsulfatase	595	JHD63_RS14235
NZ_JAELTO010000065.1	14689	15771		plus	formylglycine-generating enzyme family protein			protein-coding			WP_198971482.1	formylglycine-generating enzyme family protein	360	JHD63_RS14240
NZ_JAELTO010000065.1	15817	16599		plus	2-oxopent-4-enoate hydratase	dmpE		protein-coding			WP_198971483.1	2-oxopent-4-enoate hydratase	260	JHD63_RS14245
NZ_JAELTO010000065.1	16619	17533		plus	acetaldehyde dehydrogenase (acetylating)			protein-coding			WP_198971484.1	acetaldehyde dehydrogenase (acetylating)	304	JHD63_RS14250
NZ_JAELTO010000065.1	17548	18582		plus	4-hydroxy-2-oxovalerate aldolase	dmpG		protein-coding			WP_198971485.1	4-hydroxy-2-oxovalerate aldolase	344	JHD63_RS14255
NZ_JAELTO010000065.1	18594	20015		plus	methyl-accepting chemotaxis protein			protein-coding			WP_198971486.1	methyl-accepting chemotaxis protein	473	JHD63_RS14260
NZ_JAELTO010000065.1	20012	20800		plus	2-oxo-3-hexenedioate decarboxylase	dmpH		protein-coding			WP_198971487.1	2-oxo-3-hexenedioate decarboxylase	262	JHD63_RS14265
NZ_JAELTO010000065.1	20817	21788		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971488.1	tripartite tricarboxylate transporter substrate binding protein	323	JHD63_RS14270
NZ_JAELTO010000065.1	21785	22000		plus	2-hydroxymuconate tautomerase			protein-coding			WP_255519290.1	2-hydroxymuconate tautomerase	71	JHD63_RS14275
NZ_JAELTO010000065.1	22036	22164		minus	hypothetical protein			protein-coding			WP_255519291.1	hypothetical protein	42	JHD63_RS24580
NZ_JAELTO010000065.1	22274	22426		plus	hypothetical protein			protein-coding			WP_198971490.1	hypothetical protein	50	JHD63_RS14280
NZ_JAELTO010000065.1	22423	23421		plus	LuxR C-terminal-related transcriptional regulator			protein-coding			WP_233168161.1	LuxR C-terminal-related transcriptional regulator	332	JHD63_RS14285
NZ_JAELTO010000065.1	23637	24440		minus	hypothetical protein			protein-coding			WP_198971491.1	hypothetical protein	267	JHD63_RS14290
NZ_JAELTO010000065.1	24401	24991		minus	hypothetical protein			protein-coding			WP_198971492.1	hypothetical protein	196	JHD63_RS14295
NZ_JAELTO010000065.1	25183	25413		plus	hypothetical protein			protein-coding			WP_198971493.1	hypothetical protein	76	JHD63_RS14300
NZ_JAELTO010000065.1	25424	26470		plus	uncharacterized gene			pseudogene						JHD63_RS14305
NZ_JAELTO010000066.1	1	268		minus	transposase			protein-coding			WP_198971497.1	transposase	89	JHD63_RS14310
NZ_JAELTO010000066.1	370	1122		plus	SDR family oxidoreductase			protein-coding			WP_198971498.1	SDR family oxidoreductase	250	JHD63_RS14315
NZ_JAELTO010000066.1	1124	2389		minus	glycosyltransferase family protein			protein-coding			WP_198971499.1	glycosyltransferase family protein	421	JHD63_RS14320
NZ_JAELTO010000066.1	2411	3562		minus	hypothetical protein			protein-coding			WP_198971500.1	hypothetical protein	383	JHD63_RS14325
NZ_JAELTO010000066.1	3601	4266		minus	sigma-70 family RNA polymerase sigma factor			protein-coding			WP_233168170.1	sigma-70 family RNA polymerase sigma factor	221	JHD63_RS14330
NZ_JAELTO010000066.1	4497	5117		plus	hypothetical protein			protein-coding			WP_233168166.1	hypothetical protein	206	JHD63_RS14335
NZ_JAELTO010000066.1	5149	5583		plus	hypothetical protein			protein-coding			WP_198971502.1	hypothetical protein	144	JHD63_RS14340
NZ_JAELTO010000066.1	5660	6433		minus	flagellar type III secretion system pore protein FliP	fliP		protein-coding			WP_233168168.1	flagellar type III secretion system pore protein FliP	257	JHD63_RS14345
NZ_JAELTO010000066.1	6786	7193		minus	FliM/FliN family flagellar motor switch protein			protein-coding			WP_198971504.1	FliM/FliN family flagellar motor switch protein	135	JHD63_RS14355
NZ_JAELTO010000066.1	7243	8100		minus	FliM/FliN family flagellar motor C-terminal domain-containing protein			protein-coding			WP_198971505.1	FliM/FliN family flagellar motor C-terminal domain-containing protein	285	JHD63_RS14360
NZ_JAELTO010000066.1	8114	9289		minus	flagellar hook-basal body complex protein			protein-coding			WP_198971506.1	flagellar hook-basal body complex protein	391	JHD63_RS14365
NZ_JAELTO010000066.1	9326	9727		minus	flagellar hook capping FlgD N-terminal domain-containing protein			protein-coding			WP_198971507.1	flagellar hook capping FlgD N-terminal domain-containing protein	133	JHD63_RS14370
NZ_JAELTO010000066.1	9724	10536		minus	hypothetical protein			protein-coding			WP_198971508.1	hypothetical protein	270	JHD63_RS14375
NZ_JAELTO010000066.1	10872	11381		minus	hypothetical protein			protein-coding			WP_198971509.1	hypothetical protein	169	JHD63_RS14380
NZ_JAELTO010000066.1	11381	12817		minus	FliI/YscN family ATPase			protein-coding			WP_198971524.1	FliI/YscN family ATPase	478	JHD63_RS14385
NZ_JAELTO010000066.1	12817	13704		minus	FliH/SctL family protein			protein-coding			WP_198971510.1	FliH/SctL family protein	295	JHD63_RS14390
NZ_JAELTO010000066.1	14297	15787		minus	uncharacterized gene	fliF		pseudogene						JHD63_RS14395
NZ_JAELTO010000066.1	15847	16104		minus	flagellar hook-basal body complex protein FliE	fliE		protein-coding			WP_198971526.1	flagellar hook-basal body complex protein FliE	85	JHD63_RS14400
NZ_JAELTO010000066.1	16191	16604		minus	flagellar basal body rod protein FlgC	flgC		protein-coding			WP_198971511.1	flagellar basal body rod protein FlgC	137	JHD63_RS14405
NZ_JAELTO010000066.1	16641	17033		minus	flagellar basal body rod protein FlgB	flgB		protein-coding			WP_198971512.1	flagellar basal body rod protein FlgB	130	JHD63_RS14410
NZ_JAELTO010000066.1	17044	18195		minus	flagellar basal body P-ring protein FlgI			protein-coding			WP_198971513.1	flagellar basal body P-ring protein FlgI	383	JHD63_RS14415
NZ_JAELTO010000066.1	18198	18800		minus	flagellar basal body L-ring protein FlgH			protein-coding			WP_198971514.1	flagellar basal body L-ring protein FlgH	200	JHD63_RS14420
NZ_JAELTO010000066.1	18797	19792		minus	flagella basal body P-ring formation protein FlgA			protein-coding			WP_233168172.1	flagella basal body P-ring formation protein FlgA	331	JHD63_RS14425
NZ_JAELTO010000066.1	19810	20601		minus	flagellar basal-body rod protein FlgG	flgG		protein-coding			WP_198971516.1	flagellar basal-body rod protein FlgG	263	JHD63_RS14430
NZ_JAELTO010000066.1	20654	21496		minus	flagellar hook-basal body protein			protein-coding			WP_198971517.1	flagellar hook-basal body protein	280	JHD63_RS14435
NZ_JAELTO010000066.1	21522	23606		minus	flagellar biosynthesis protein FlhA	flhA		protein-coding			WP_198971518.1	flagellar biosynthesis protein FlhA	694	JHD63_RS14440
NZ_JAELTO010000066.1	23603	24694		minus	EscU/YscU/HrcU family type III secretion system export apparatus switch protein			protein-coding			WP_198971519.1	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	363	JHD63_RS14445
NZ_JAELTO010000066.1	24694	25563		minus	flagellar biosynthetic protein FliR			protein-coding			WP_198971520.1	flagellar biosynthetic protein FliR	289	JHD63_RS14450
NZ_JAELTO010000066.1	25570	25836		minus	flagellar biosynthetic protein FliQ			protein-coding			WP_198971521.1	flagellar biosynthetic protein FliQ	88	JHD63_RS14455
NZ_JAELTO010000066.1	26001	26271		minus	uncharacterized gene			pseudogene						JHD63_RS24040
NZ_JAELTO010000067.1	4358	4648		minus	CRISPR-associated endonuclease Cas2	cas2		protein-coding			WP_198971527.1	CRISPR-associated endonuclease Cas2	96	JHD63_RS14465
NZ_JAELTO010000067.1	4655	5674		minus	type I-C CRISPR-associated endonuclease Cas1c	cas1c		protein-coding			WP_233168175.1	type I-C CRISPR-associated endonuclease Cas1c	339	JHD63_RS14470
NZ_JAELTO010000067.1	5700	6326		minus	CRISPR-associated protein Cas4	cas4		protein-coding			WP_198971529.1	CRISPR-associated protein Cas4	208	JHD63_RS14475
NZ_JAELTO010000067.1	6355	7248		minus	type I-C CRISPR-associated protein Cas7/Csd2	cas7c		protein-coding			WP_198971530.1	type I-C CRISPR-associated protein Cas7/Csd2	297	JHD63_RS14480
NZ_JAELTO010000067.1	7245	9068		minus	type I-C CRISPR-associated protein Cas8c/Csd1	cas8c		protein-coding			WP_198971531.1	type I-C CRISPR-associated protein Cas8c/Csd1	607	JHD63_RS14485
NZ_JAELTO010000067.1	9065	9739		minus	type I-C CRISPR-associated protein Cas5c	cas5c		protein-coding			WP_198971532.1	type I-C CRISPR-associated protein Cas5c	224	JHD63_RS14490
NZ_JAELTO010000067.1	9803	12070		minus	CRISPR-associated endonuclease Cas3''			protein-coding			WP_198971547.1	CRISPR-associated endonuclease Cas3''	755	JHD63_RS14495
NZ_JAELTO010000067.1	12241	12528		minus	hypothetical protein			protein-coding			WP_198971533.1	hypothetical protein	95	JHD63_RS14500
NZ_JAELTO010000067.1	12746	14425		plus	gamma-glutamyltransferase	ggt		protein-coding			WP_198971548.1	gamma-glutamyltransferase	559	JHD63_RS14505
NZ_JAELTO010000067.1	14498	15616		minus	SAM-dependent methyltransferase			protein-coding			WP_198971534.1	SAM-dependent methyltransferase	372	JHD63_RS14510
NZ_JAELTO010000067.1	15648	16421		plus	uncharacterized gene			pseudogene						JHD63_RS14515
NZ_JAELTO010000067.1	16442	16813		plus	dihydroneopterin aldolase			protein-coding			WP_198971536.1	dihydroneopterin aldolase	123	JHD63_RS14520
NZ_JAELTO010000067.1	16876	17154		plus	DUF6364 family protein			protein-coding			WP_198971537.1	DUF6364 family protein	92	JHD63_RS14525
NZ_JAELTO010000067.1	17151	17564		plus	PIN domain-containing protein			protein-coding			WP_198971538.1	PIN domain-containing protein	137	JHD63_RS14530
NZ_JAELTO010000067.1	17592	18524		plus	tRNA 2-thiocytidine(32) synthetase TtcA	ttcA		protein-coding			WP_198971539.1	tRNA 2-thiocytidine(32) synthetase TtcA	310	JHD63_RS14535
NZ_JAELTO010000067.1	18571	19554		plus	ABC transporter substrate-binding protein			protein-coding			WP_198971540.1	ABC transporter substrate-binding protein	327	JHD63_RS14540
NZ_JAELTO010000067.1	19595	20449		plus	ABC transporter permease			protein-coding			WP_233168180.1	ABC transporter permease	284	JHD63_RS14545
NZ_JAELTO010000067.1	20455	21249		plus	ABC transporter ATP-binding protein			protein-coding			WP_198971542.1	ABC transporter ATP-binding protein	264	JHD63_RS14550
NZ_JAELTO010000067.1	21400	22020		plus	DUF4136 domain-containing protein			protein-coding			WP_198971543.1	DUF4136 domain-containing protein	206	JHD63_RS14555
NZ_JAELTO010000067.1	22090	22731		plus	histidine phosphatase family protein			protein-coding			WP_198971544.1	histidine phosphatase family protein	213	JHD63_RS14560
NZ_JAELTO010000067.1	22768	23775		plus	type I-F CRISPR-associated endonuclease Cas1f	cas1f		protein-coding			WP_198971545.1	type I-F CRISPR-associated endonuclease Cas1f	335	JHD63_RS14565
NZ_JAELTO010000067.1	23772	26259		plus	type I-F CRISPR-associated helicase Cas3f	cas3f		protein-coding			WP_198971546.1	type I-F CRISPR-associated helicase Cas3f	829	JHD63_RS14570
NZ_JAELTO010000068.1	13	267		plus	uncharacterized gene			pseudogene						JHD63_RS14575
NZ_JAELTO010000068.1	288	758		plus	tRNA (cytidine(34)-2'-O)-methyltransferase			protein-coding			WP_198971549.1	tRNA (cytidine(34)-2'-O)-methyltransferase	156	JHD63_RS14580
NZ_JAELTO010000068.1	823	1749		minus	LysR family transcriptional regulator			protein-coding			WP_198971550.1	LysR family transcriptional regulator	308	JHD63_RS14585
NZ_JAELTO010000068.1	1967	2272		plus	DUF4148 domain-containing protein			protein-coding			WP_198971551.1	DUF4148 domain-containing protein	101	JHD63_RS14590
NZ_JAELTO010000068.1	2305	2763		minus	MaoC family dehydratase			protein-coding			WP_198971552.1	MaoC family dehydratase	152	JHD63_RS14595
NZ_JAELTO010000068.1	2819	3436		minus	ParA family protein			protein-coding			WP_198971553.1	ParA family protein	205	JHD63_RS14600
NZ_JAELTO010000068.1	3589	4173		minus	malonic semialdehyde reductase			protein-coding			WP_198971554.1	malonic semialdehyde reductase	194	JHD63_RS14605
NZ_JAELTO010000068.1	4385	6034		plus	histidine kinase famiy protein			protein-coding			WP_198971555.1	histidine kinase famiy protein	549	JHD63_RS14610
NZ_JAELTO010000068.1	6100	6603		plus	pyridoxamine 5'-phosphate oxidase family protein			protein-coding			WP_198971556.1	pyridoxamine 5'-phosphate oxidase family protein	167	JHD63_RS14615
NZ_JAELTO010000068.1	6611	7615		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971557.1	tripartite tricarboxylate transporter substrate binding protein	334	JHD63_RS14620
NZ_JAELTO010000068.1	7721	8428		minus	SDR family oxidoreductase			protein-coding			WP_233168187.1	SDR family oxidoreductase	235	JHD63_RS14625
NZ_JAELTO010000068.1	8455	9660		minus	3-oxoadipyl-CoA thiolase	pcaF		protein-coding			WP_198971558.1	3-oxoadipyl-CoA thiolase	401	JHD63_RS14630
NZ_JAELTO010000068.1	9690	10337		minus	3-oxoacid CoA-transferase subunit B			protein-coding			WP_198971559.1	3-oxoacid CoA-transferase subunit B	215	JHD63_RS14635
NZ_JAELTO010000068.1	10349	11050		minus	3-oxoacid CoA-transferase subunit A			protein-coding			WP_198971560.1	3-oxoacid CoA-transferase subunit A	233	JHD63_RS14640
NZ_JAELTO010000068.1	11233	11994		plus	uncharacterized gene			pseudogene						JHD63_RS14645
NZ_JAELTO010000068.1	12084	12515		plus	DUF1841 family protein			protein-coding			WP_198971562.1	DUF1841 family protein	143	JHD63_RS14650
NZ_JAELTO010000068.1	12565	13533		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_198971563.1	LysR substrate-binding domain-containing protein	322	JHD63_RS14655
NZ_JAELTO010000068.1	13630	14358		plus	protocatechuate 3,4-dioxygenase subunit beta	pcaH		protein-coding			WP_198971564.1	protocatechuate 3,4-dioxygenase subunit beta	242	JHD63_RS14660
NZ_JAELTO010000068.1	14369	14995		plus	protocatechuate 3,4-dioxygenase subunit alpha	pcaG		protein-coding			WP_233168184.1	protocatechuate 3,4-dioxygenase subunit alpha	208	JHD63_RS14665
NZ_JAELTO010000068.1	15205	15876		minus	c-type cytochrome			protein-coding			WP_198971565.1	c-type cytochrome	223	JHD63_RS14670
NZ_JAELTO010000068.1	16008	16850		plus	MoxR family ATPase			protein-coding			WP_198971566.1	MoxR family ATPase	280	JHD63_RS14675
NZ_JAELTO010000068.1	16856	17461		plus	GNAT family protein			protein-coding			WP_198971567.1	GNAT family protein	201	JHD63_RS14680
NZ_JAELTO010000068.1	17466	18653		plus	VWA domain-containing protein			protein-coding			WP_198971568.1	VWA domain-containing protein	395	JHD63_RS14685
NZ_JAELTO010000068.1	18658	20571		plus	BamA/TamA family outer membrane protein			protein-coding			WP_198971569.1	BamA/TamA family outer membrane protein	637	JHD63_RS14690
NZ_JAELTO010000068.1	20608	24630		plus	translocation/assembly module TamB domain-containing protein			protein-coding			WP_198971570.1	translocation/assembly module TamB domain-containing protein	1340	JHD63_RS14695
NZ_JAELTO010000068.1	24712	24792		plus	uncharacterized gene			pseudogene						JHD63_RS24045
NZ_JAELTO010000068.1	24860	25033		plus	hypothetical protein			protein-coding			WP_233168191.1	hypothetical protein	57	JHD63_RS24050
NZ_JAELTO010000068.1	25082	25156		plus	tRNA-Arg			tRNA						JHD63_RS14705
NZ_JAELTO010000068.1	25479	25751		minus	DUF4043 family protein			protein-coding			WP_233168190.1	DUF4043 family protein	90	JHD63_RS14710
NZ_JAELTO010000068.1	25844	26093		minus	uncharacterized gene			pseudogene						JHD63_RS14715
NZ_JAELTO010000069.1	1	120		plus	uncharacterized gene			pseudogene						JHD63_RS14720
NZ_JAELTO010000069.1	840	1124		plus	hypothetical protein			protein-coding			WP_198971573.1	hypothetical protein	94	JHD63_RS14730
NZ_JAELTO010000069.1	1215	1385		plus	hypothetical protein			protein-coding			WP_198971574.1	hypothetical protein	56	JHD63_RS14735
NZ_JAELTO010000069.1	1490	2047		plus	polyhydroxyalkanoate synthesis repressor PhaR	phaR		protein-coding			WP_198971575.1	polyhydroxyalkanoate synthesis repressor PhaR	185	JHD63_RS14740
NZ_JAELTO010000069.1	2118	3524		plus	30S ribosomal protein S12 methylthiotransferase RimO	rimO		protein-coding			WP_198971576.1	30S ribosomal protein S12 methylthiotransferase RimO	468	JHD63_RS14745
NZ_JAELTO010000069.1	3554	3736		minus	hypothetical protein			protein-coding			WP_198971577.1	hypothetical protein	60	JHD63_RS14750
NZ_JAELTO010000069.1	4134	4218		minus	tRNA-Leu			tRNA						JHD63_RS14755
NZ_JAELTO010000069.1	4251	6521		plus	ribonuclease R	rnr		protein-coding			WP_198971578.1	ribonuclease R	756	JHD63_RS14760
NZ_JAELTO010000069.1	6560	7324		plus	SDR family oxidoreductase			protein-coding			WP_198971579.1	SDR family oxidoreductase	254	JHD63_RS14765
NZ_JAELTO010000069.1	7336	8844		minus	NAD(P)H-hydrate dehydratase			protein-coding			WP_198971580.1	NAD(P)H-hydrate dehydratase	502	JHD63_RS14770
NZ_JAELTO010000069.1	8860	10065		minus	FAD-dependent oxidoreductase			protein-coding			WP_198971581.1	FAD-dependent oxidoreductase	401	JHD63_RS14775
NZ_JAELTO010000069.1	10338	11093		plus	30S ribosomal protein S2	rpsB		protein-coding			WP_198971582.1	30S ribosomal protein S2	251	JHD63_RS14780
NZ_JAELTO010000069.1	11183	12112		plus	translation elongation factor Ts	tsf		protein-coding			WP_198971583.1	translation elongation factor Ts	309	JHD63_RS14785
NZ_JAELTO010000069.1	12218	12940		plus	UMP kinase	pyrH		protein-coding			WP_198971584.1	UMP kinase	240	JHD63_RS14790
NZ_JAELTO010000069.1	12990	13550		plus	ribosome recycling factor	frr		protein-coding			WP_198971585.1	ribosome recycling factor	186	JHD63_RS14795
NZ_JAELTO010000069.1	13707	14462		plus	polyprenyl diphosphate synthase	uppS		protein-coding			WP_198971586.1	polyprenyl diphosphate synthase	251	JHD63_RS14800
NZ_JAELTO010000069.1	14471	15325		plus	phosphatidate cytidylyltransferase			protein-coding			WP_198971587.1	phosphatidate cytidylyltransferase	284	JHD63_RS14805
NZ_JAELTO010000069.1	15338	16525		plus	1-deoxy-D-xylulose-5-phosphate reductoisomerase	ispC		protein-coding			WP_198971588.1	1-deoxy-D-xylulose-5-phosphate reductoisomerase	395	JHD63_RS14810
NZ_JAELTO010000069.1	16547	17914		plus	RIP metalloprotease RseP	rseP		protein-coding			WP_198971589.1	RIP metalloprotease RseP	455	JHD63_RS14815
NZ_JAELTO010000069.1	17989	20286		plus	outer membrane protein assembly factor BamA	bamA		protein-coding			WP_198971590.1	outer membrane protein assembly factor BamA	765	JHD63_RS14820
NZ_JAELTO010000069.1	20286	20810		plus	OmpH family outer membrane protein			protein-coding			WP_198971591.1	OmpH family outer membrane protein	174	JHD63_RS14825
NZ_JAELTO010000069.1	20835	21818		plus	uncharacterized gene	lpxD		pseudogene						JHD63_RS14830
NZ_JAELTO010000069.1	21824	22264		plus	3-hydroxyacyl-ACP dehydratase FabZ	fabZ		protein-coding			WP_198971593.1	3-hydroxyacyl-ACP dehydratase FabZ	146	JHD63_RS14835
NZ_JAELTO010000069.1	22278	23087		plus	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA		protein-coding			WP_233168197.1	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	269	JHD63_RS14840
NZ_JAELTO010000069.1	23177	24298		plus	lipid-A-disaccharide synthase	lpxB		protein-coding			WP_198971595.1	lipid-A-disaccharide synthase	373	JHD63_RS14845
NZ_JAELTO010000069.1	24270	24875		plus	uncharacterized gene	rnhB		pseudogene						JHD63_RS14850
NZ_JAELTO010000070.1	1	703		plus	flagellar assembly peptidoglycan hydrolase FlgJ	flgJ		protein-coding			WP_198971597.1	flagellar assembly peptidoglycan hydrolase FlgJ	233	JHD63_RS14855
NZ_JAELTO010000070.1	700	2628		plus	flagellar hook-associated protein FlgK	flgK		protein-coding			WP_198971598.1	flagellar hook-associated protein FlgK	642	JHD63_RS14860
NZ_JAELTO010000070.1	2744	3976		plus	flagellar hook-associated protein FlgL	flgL		protein-coding			WP_198971599.1	flagellar hook-associated protein FlgL	410	JHD63_RS14865
NZ_JAELTO010000070.1	4044	5303		plus	HDOD domain-containing protein			protein-coding			WP_198971600.1	HDOD domain-containing protein	419	JHD63_RS14870
NZ_JAELTO010000070.1	5385	6050		plus	dienelactone hydrolase family protein			protein-coding			WP_198971601.1	dienelactone hydrolase family protein	221	JHD63_RS14875
NZ_JAELTO010000070.1	6219	7775		plus	glutamate--cysteine ligase	gshA		protein-coding			WP_198971602.1	glutamate--cysteine ligase	518	JHD63_RS14880
NZ_JAELTO010000070.1	7791	9476		minus	methyl-accepting chemotaxis protein			protein-coding			WP_198971603.1	methyl-accepting chemotaxis protein	561	JHD63_RS24780
NZ_JAELTO010000070.1	9673	11124		minus	PLP-dependent aminotransferase family protein			protein-coding			WP_198971604.1	PLP-dependent aminotransferase family protein	483	JHD63_RS14890
NZ_JAELTO010000070.1	11288	12250		plus	DMT family transporter			protein-coding			WP_198971605.1	DMT family transporter	320	JHD63_RS14895
NZ_JAELTO010000070.1	12293	13495		plus	PLP-dependent aminotransferase family protein			protein-coding			WP_198971606.1	PLP-dependent aminotransferase family protein	400	JHD63_RS14900
NZ_JAELTO010000070.1	13519	14160		plus	glutathione S-transferase			protein-coding			WP_198971607.1	glutathione S-transferase	213	JHD63_RS14905
NZ_JAELTO010000070.1	14166	15023		plus	PhzF family phenazine biosynthesis protein			protein-coding			WP_198971608.1	PhzF family phenazine biosynthesis protein	285	JHD63_RS14910
NZ_JAELTO010000070.1	15031	15987		plus	threonine dehydratase			protein-coding			WP_198971609.1	threonine dehydratase	318	JHD63_RS14915
NZ_JAELTO010000070.1	16022	17104		minus	4-hydroxyphenylpyruvate dioxygenase	hppD		protein-coding			WP_198971610.1	4-hydroxyphenylpyruvate dioxygenase	360	JHD63_RS14920
NZ_JAELTO010000070.1	17357	18025		plus	histidine phosphatase family protein			protein-coding			WP_198971617.1	histidine phosphatase family protein	222	JHD63_RS14925
NZ_JAELTO010000070.1	18249	19682		plus	MFS transporter			protein-coding			WP_233168203.1	MFS transporter	477	JHD63_RS14930
NZ_JAELTO010000070.1	19693	20529		minus	fumarylacetoacetate hydrolase family protein			protein-coding			WP_198971611.1	fumarylacetoacetate hydrolase family protein	278	JHD63_RS14935
NZ_JAELTO010000070.1	20565	21482		minus	LysR family transcriptional regulator			protein-coding			WP_198971612.1	LysR family transcriptional regulator	305	JHD63_RS14940
NZ_JAELTO010000070.1	21555	22229		plus	HAD-IA family hydrolase			protein-coding			WP_198971613.1	HAD-IA family hydrolase	224	JHD63_RS14945
NZ_JAELTO010000070.1	22239	23234		plus	tripartite tricarboxylate transporter substrate-binding protein			protein-coding			WP_198971614.1	tripartite tricarboxylate transporter substrate-binding protein	331	JHD63_RS14950
NZ_JAELTO010000070.1	23443	24579		plus	DSD1 family PLP-dependent enzyme			protein-coding			WP_198971615.1	DSD1 family PLP-dependent enzyme	378	JHD63_RS14955
NZ_JAELTO010000070.1	24569	24967		plus	RidA family protein			protein-coding			WP_198971616.1	RidA family protein	132	JHD63_RS14960
NZ_JAELTO010000071.1	1	381		minus	uncharacterized gene			pseudogene						JHD63_RS14965
NZ_JAELTO010000071.1	400	1041		minus	LysE family transporter			protein-coding			WP_198971619.1	LysE family transporter	213	JHD63_RS14970
NZ_JAELTO010000071.1	1103	2008		plus	alpha/beta fold hydrolase			protein-coding			WP_198971620.1	alpha/beta fold hydrolase	301	JHD63_RS14975
NZ_JAELTO010000071.1	2039	3031		minus	D-2-hydroxyacid dehydrogenase family protein			protein-coding			WP_198971637.1	D-2-hydroxyacid dehydrogenase family protein	330	JHD63_RS14980
NZ_JAELTO010000071.1	3040	4410		minus	MmgE/PrpD family protein			protein-coding			WP_198971621.1	MmgE/PrpD family protein	456	JHD63_RS14985
NZ_JAELTO010000071.1	4482	5465		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971622.1	tripartite tricarboxylate transporter substrate binding protein	327	JHD63_RS14990
NZ_JAELTO010000071.1	5516	6208		minus	FCD domain-containing protein			protein-coding			WP_198971623.1	FCD domain-containing protein	230	JHD63_RS14995
NZ_JAELTO010000071.1	6449	7873		minus	FAD-linked oxidase C-terminal domain-containing protein			protein-coding			WP_198971624.1	FAD-linked oxidase C-terminal domain-containing protein	474	JHD63_RS15000
NZ_JAELTO010000071.1	7870	9342		minus	carboxylesterase family protein			protein-coding			WP_233168210.1	carboxylesterase family protein	490	JHD63_RS15005
NZ_JAELTO010000071.1	9351	10343		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198971626.1	tripartite tricarboxylate transporter substrate binding protein	330	JHD63_RS15010
NZ_JAELTO010000071.1	10367	10987		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_198971627.1	TetR/AcrR family transcriptional regulator	206	JHD63_RS15015
NZ_JAELTO010000071.1	11128	11691		plus	cob(I)yrinic acid a,c-diamide adenosyltransferase			protein-coding			WP_198971628.1	cob(I)yrinic acid a,c-diamide adenosyltransferase	187	JHD63_RS15020
NZ_JAELTO010000071.1	11695	12594		plus	LysR substrate-binding domain-containing protein			protein-coding			WP_198971629.1	LysR substrate-binding domain-containing protein	299	JHD63_RS15025
